,interaction,reward,relative_interaction,hyp_discovered_before,scenario_number,datetime
422,19.0,0.0,-1.0,-19.0,0,2024-01-26_22-50-08
423,20.0,3.333,0.0,-19.0,0,2024-01-26_22-50-08
424,21.0,3.333,1.0,-19.0,0,2024-01-26_22-50-08
425,22.0,3.125,2.0,-19.0,0,2024-01-26_22-50-08
426,1.0,0.0,-9.0,-4.0,6,2024-01-26_22-18-46
427,2.0,0.0,-8.0,-4.0,6,2024-01-26_22-18-46
428,3.0,2.424,-7.0,-4.0,6,2024-01-26_22-18-46
429,4.0,-0.952,-6.0,-4.0,6,2024-01-26_22-18-46
430,5.0,-3.571,-5.0,-4.0,6,2024-01-26_22-18-46
431,6.0,3.409,-4.0,-4.0,6,2024-01-26_22-18-46
432,7.0,3.333,-3.0,-4.0,6,2024-01-26_22-18-46
433,8.0,3.906,-2.0,-4.0,6,2024-01-26_22-18-46
434,9.0,3.571,-1.0,-4.0,6,2024-01-26_22-18-46
435,10.0,2.381,0.0,-4.0,6,2024-01-26_22-18-46
436,11.0,2.778,1.0,-4.0,6,2024-01-26_22-18-46
437,12.0,3.81,2.0,-4.0,6,2024-01-26_22-18-46
438,13.0,3.906,3.0,-4.0,6,2024-01-26_22-18-46
439,14.0,2.381,4.0,-4.0,6,2024-01-26_22-18-46
440,15.0,2.5,5.0,-4.0,6,2024-01-26_22-18-46
441,16.0,3.125,6.0,-4.0,6,2024-01-26_22-18-46
442,17.0,2.625,7.0,-4.0,6,2024-01-26_22-18-46
443,18.0,3.571,8.0,-4.0,6,2024-01-26_22-18-46
444,19.0,2.5,9.0,-4.0,6,2024-01-26_22-18-46
445,20.0,3.571,10.0,-4.0,6,2024-01-26_22-18-46
446,1.0,-2.5,-5.0,-4.0,0,2024-01-26_22-13-32
447,2.0,1.75,-4.0,-4.0,0,2024-01-26_22-13-32
448,3.0,3.571,-3.0,-4.0,0,2024-01-26_22-13-32
449,4.0,2.5,-2.0,-4.0,0,2024-01-26_22-13-32
450,5.0,3.571,-1.0,-4.0,0,2024-01-26_22-13-32
451,6.0,4.0,0.0,-4.0,0,2024-01-26_22-13-32
452,7.0,3.571,1.0,-4.0,0,2024-01-26_22-13-32
453,8.0,4.327,2.0,-4.0,0,2024-01-26_22-13-32
454,9.0,2.857,3.0,-4.0,0,2024-01-26_22-13-32
455,10.0,2.344,4.0,-4.0,0,2024-01-26_22-13-32
456,11.0,2.8,5.0,-4.0,0,2024-01-26_22-13-32
457,12.0,4.375,6.0,-4.0,0,2024-01-26_22-13-32
458,13.0,3.571,7.0,-4.0,0,2024-01-26_22-13-32
459,14.0,3.173,8.0,-4.0,0,2024-01-26_22-13-32
460,15.0,1.389,9.0,-4.0,0,2024-01-26_22-13-32
461,16.0,3.429,10.0,-4.0,0,2024-01-26_22-13-32
462,17.0,3.571,11.0,-4.0,0,2024-01-26_22-13-32
463,18.0,2.083,12.0,-4.0,0,2024-01-26_22-13-32
464,19.0,4.167,13.0,-4.0,0,2024-01-26_22-13-32
465,20.0,3.429,14.0,-4.0,0,2024-01-26_22-13-32
466,21.0,4.0,,-4.0,0,2024-01-26_22-13-32
467,22.0,2.679,,-4.0,0,2024-01-26_22-13-32
468,23.0,3.81,,-4.0,0,2024-01-26_22-13-32
469,24.0,3.906,18.0,-4.0,0,2024-01-26_22-13-32
470,1.0,-2.8,-12.0,-5.0,7,2024-01-27_00-09-44
471,2.0,2.909,-11.0,-5.0,7,2024-01-27_00-09-44
472,3.0,2.5,-10.0,-5.0,7,2024-01-27_00-09-44
473,4.0,3.81,-9.0,-5.0,7,2024-01-27_00-09-44
474,5.0,2.344,-8.0,-5.0,7,2024-01-27_00-09-44
475,6.0,-3.81,-7.0,-5.0,7,2024-01-27_00-09-44
476,7.0,3.571,-6.0,-5.0,7,2024-01-27_00-09-44
477,8.0,0.0,-5.0,-5.0,7,2024-01-27_00-09-44
478,9.0,2.625,-4.0,-5.0,7,2024-01-27_00-09-44
479,10.0,3.571,-3.0,-5.0,7,2024-01-27_00-09-44
480,11.0,3.571,-2.0,-5.0,7,2024-01-27_00-09-44
481,12.0,3.81,-1.0,-5.0,7,2024-01-27_00-09-44
482,13.0,2.5,0.0,-5.0,7,2024-01-27_00-09-44
483,14.0,1.167,1.0,-5.0,7,2024-01-27_00-09-44
484,15.0,-5.091,,-5.0,7,2024-01-27_00-09-44
485,16.0,3.125,,-5.0,7,2024-01-27_00-09-44
486,17.0,3.571,,-5.0,7,2024-01-27_00-09-44
487,18.0,3.571,5.0,-5.0,7,2024-01-27_00-09-44
488,1.0,4.242,-5.0,-4.0,8,2024-01-26_21-02-06
489,2.0,-3.125,-4.0,-4.0,8,2024-01-26_21-02-06
490,3.0,3.81,-3.0,-4.0,8,2024-01-26_21-02-06
491,4.0,4.0,-2.0,-4.0,8,2024-01-26_21-02-06
492,5.0,3.175,-1.0,-4.0,8,2024-01-26_21-02-06
493,6.0,4.444,0.0,-4.0,8,2024-01-26_21-02-06
494,7.0,3.81,1.0,-4.0,8,2024-01-26_21-02-06
495,8.0,3.906,2.0,-4.0,8,2024-01-26_21-02-06
496,9.0,4.0,3.0,-4.0,8,2024-01-26_21-02-06
497,10.0,3.333,4.0,-4.0,8,2024-01-26_21-02-06
498,11.0,4.0,5.0,-4.0,8,2024-01-26_21-02-06
499,12.0,4.0,6.0,-4.0,8,2024-01-26_21-02-06
500,13.0,3.571,7.0,-4.0,8,2024-01-26_21-02-06
501,14.0,3.429,8.0,-4.0,8,2024-01-26_21-02-06
502,15.0,2.5,9.0,-4.0,8,2024-01-26_21-02-06
503,16.0,4.667,10.0,-4.0,8,2024-01-26_21-02-06
504,17.0,4.0,11.0,-4.0,8,2024-01-26_21-02-06
505,18.0,3.571,12.0,-4.0,8,2024-01-26_21-02-06
506,1.0,1.562,-10.0,-4.0,8,2024-01-26_22-18-58
507,2.0,-1.333,-9.0,-4.0,8,2024-01-26_22-18-58
508,3.0,-2.5,-8.0,-4.0,8,2024-01-26_22-18-58
509,4.0,-1.111,-7.0,-4.0,8,2024-01-26_22-18-58
510,5.0,-4.848,-6.0,-4.0,8,2024-01-26_22-18-58
511,6.0,-0.571,-5.0,-4.0,8,2024-01-26_22-18-58
512,7.0,-1.786,-4.0,-4.0,8,2024-01-26_22-18-58
513,8.0,4.0,-3.0,-4.0,8,2024-01-26_22-18-58
514,9.0,3.81,-2.0,-4.0,8,2024-01-26_22-18-58
515,10.0,3.81,-1.0,-4.0,8,2024-01-26_22-18-58
516,11.0,3.81,0.0,-4.0,8,2024-01-26_22-18-58
517,12.0,1.25,,-4.0,8,2024-01-26_22-18-58
518,13.0,3.906,,-4.0,8,2024-01-26_22-18-58
519,14.0,3.571,,-4.0,8,2024-01-26_22-18-58
520,15.0,0.0,,-4.0,8,2024-01-26_22-18-58
521,16.0,3.81,5.0,-4.0,8,2024-01-26_22-18-58
522,17.0,3.571,6.0,-4.0,8,2024-01-26_22-18-58
523,18.0,0.781,7.0,-4.0,8,2024-01-26_22-18-58
524,19.0,-4.167,,-4.0,8,2024-01-26_22-18-58
525,20.0,3.125,,-4.0,8,2024-01-26_22-18-58
526,21.0,2.667,,-4.0,8,2024-01-26_22-18-58
527,1.0,-3.333,-5.0,9.0,2,2024-01-26_23-50-00
528,2.0,3.333,-4.0,9.0,2,2024-01-26_23-50-00
529,3.0,3.125,-3.0,9.0,2,2024-01-26_23-50-00
530,4.0,3.429,-2.0,9.0,2,2024-01-26_23-50-00
531,5.0,3.81,-1.0,9.0,2,2024-01-26_23-50-00
532,6.0,3.81,0.0,9.0,2,2024-01-26_23-50-00
533,7.0,4.0,1.0,9.0,2,2024-01-26_23-50-00
534,8.0,2.667,2.0,9.0,2,2024-01-26_23-50-00
535,9.0,3.81,3.0,9.0,2,2024-01-26_23-50-00
536,10.0,3.429,4.0,9.0,2,2024-01-26_23-50-00
537,11.0,3.429,5.0,9.0,2,2024-01-26_23-50-00
538,12.0,3.429,6.0,9.0,2,2024-01-26_23-50-00
539,13.0,2.857,7.0,9.0,2,2024-01-26_23-50-00
540,14.0,2.857,,9.0,2,2024-01-26_23-50-00
541,15.0,2.375,,9.0,2,2024-01-26_23-50-00
542,16.0,2.857,,9.0,2,2024-01-26_23-50-00
543,17.0,2.5,,9.0,2,2024-01-26_23-50-00
544,18.0,2.667,,9.0,2,2024-01-26_23-50-00
545,19.0,3.81,,9.0,2,2024-01-26_23-50-00
546,20.0,2.5,14.0,9.0,2,2024-01-26_23-50-00
547,1.0,1.429,-5.0,-4.0,3,2024-01-26_22-18-27
548,2.0,-1.25,-4.0,-4.0,3,2024-01-26_22-18-27
549,3.0,1.429,-3.0,-4.0,3,2024-01-26_22-18-27
550,4.0,1.429,-2.0,-4.0,3,2024-01-26_22-18-27
551,5.0,1.667,-1.0,-4.0,3,2024-01-26_22-18-27
552,6.0,1.0,0.0,-4.0,3,2024-01-26_22-18-27
553,7.0,3.125,1.0,-4.0,3,2024-01-26_22-18-27
554,8.0,1.562,2.0,-4.0,3,2024-01-26_22-18-27
555,9.0,0.833,3.0,-4.0,3,2024-01-26_22-18-27
556,10.0,1.25,4.0,-4.0,3,2024-01-26_22-18-27
557,11.0,1.429,5.0,-4.0,3,2024-01-26_22-18-27
558,12.0,0.625,6.0,-4.0,3,2024-01-26_22-18-27
559,13.0,1.25,7.0,-4.0,3,2024-01-26_22-18-27
560,14.0,1.25,8.0,-4.0,3,2024-01-26_22-18-27
561,15.0,1.25,9.0,-4.0,3,2024-01-26_22-18-27
562,16.0,0.625,10.0,-4.0,3,2024-01-26_22-18-27
563,17.0,2.344,11.0,-4.0,3,2024-01-26_22-18-27
564,18.0,2.857,12.0,-4.0,3,2024-01-26_22-18-27
565,19.0,1.429,13.0,-4.0,3,2024-01-26_22-18-27
566,20.0,1.429,14.0,-4.0,3,2024-01-26_22-18-27
567,21.0,0.625,15.0,-4.0,3,2024-01-26_22-18-27
568,22.0,1.429,16.0,-4.0,3,2024-01-26_22-18-27
569,23.0,1.429,17.0,-4.0,3,2024-01-26_22-18-27
570,24.0,1.429,18.0,-4.0,3,2024-01-26_22-18-27
571,25.0,1.429,19.0,-4.0,3,2024-01-26_22-18-27
572,26.0,1.25,20.0,-4.0,3,2024-01-26_22-18-27
573,27.0,1.429,21.0,-4.0,3,2024-01-26_22-18-27
574,28.0,1.75,22.0,-4.0,3,2024-01-26_22-18-27
575,1.0,1.458,-4.0,-4.0,8,2024-01-27_00-10-57
576,2.0,3.333,-3.0,-4.0,8,2024-01-27_00-10-57
577,3.0,3.646,-2.0,-4.0,8,2024-01-27_00-10-57
578,4.0,2.857,-1.0,-4.0,8,2024-01-27_00-10-57
579,5.0,2.5,0.0,-4.0,8,2024-01-27_00-10-57
580,6.0,4.0,1.0,-4.0,8,2024-01-27_00-10-57
581,7.0,3.0,2.0,-4.0,8,2024-01-27_00-10-57
582,8.0,3.81,3.0,-4.0,8,2024-01-27_00-10-57
583,9.0,3.636,4.0,-4.0,8,2024-01-27_00-10-57
584,10.0,2.625,5.0,-4.0,8,2024-01-27_00-10-57
585,11.0,3.889,6.0,-4.0,8,2024-01-27_00-10-57
586,12.0,4.0,7.0,-4.0,8,2024-01-27_00-10-57
587,13.0,3.333,8.0,-4.0,8,2024-01-27_00-10-57
588,14.0,2.625,9.0,-4.0,8,2024-01-27_00-10-57
589,15.0,4.0,10.0,-4.0,8,2024-01-27_00-10-57
590,16.0,3.333,11.0,-4.0,8,2024-01-27_00-10-57
591,17.0,2.333,12.0,-4.0,8,2024-01-27_00-10-57
592,18.0,4.444,13.0,-4.0,8,2024-01-27_00-10-57
593,1.0,-1.25,-4.0,-3.0,2,2024-01-26_20-42-19
594,2.0,1.562,-3.0,-3.0,2,2024-01-26_20-42-19
595,3.0,4.615,-2.0,-3.0,2,2024-01-26_20-42-19
596,4.0,3.429,-1.0,-3.0,2,2024-01-26_20-42-19
597,5.0,3.81,0.0,-3.0,2,2024-01-26_20-42-19
598,6.0,3.81,1.0,-3.0,2,2024-01-26_20-42-19
599,7.0,3.182,2.0,-3.0,2,2024-01-26_20-42-19
600,8.0,2.8,3.0,-3.0,2,2024-01-26_20-42-19
601,9.0,3.429,4.0,-3.0,2,2024-01-26_20-42-19
602,10.0,4.615,5.0,-3.0,2,2024-01-26_20-42-19
603,11.0,4.286,6.0,-3.0,2,2024-01-26_20-42-19
604,12.0,4.167,7.0,-3.0,2,2024-01-26_20-42-19
605,13.0,2.545,8.0,-3.0,2,2024-01-26_20-42-19
606,14.0,4.455,9.0,-3.0,2,2024-01-26_20-42-19
607,15.0,1.481,,-3.0,2,2024-01-26_20-42-19
608,16.0,4.286,,-3.0,2,2024-01-26_20-42-19
609,17.0,3.333,,-3.0,2,2024-01-26_20-42-19
610,18.0,4.0,13.0,-3.0,2,2024-01-26_20-42-19
611,19.0,4.444,14.0,-3.0,2,2024-01-26_20-42-19
612,20.0,4.083,15.0,-3.0,2,2024-01-26_20-42-19
613,21.0,3.673,16.0,-3.0,2,2024-01-26_20-42-19
614,22.0,3.333,17.0,-3.0,2,2024-01-26_20-42-19
615,23.0,4.444,18.0,-3.0,2,2024-01-26_20-42-19
616,1.0,-0.694,,,6,2024-01-26_23-11-03
617,2.0,1.25,,,6,2024-01-26_23-11-03
618,3.0,-1.25,,,6,2024-01-26_23-11-03
619,4.0,3.365,,,6,2024-01-26_23-11-03
620,5.0,1.556,,,6,2024-01-26_23-11-03
621,6.0,0.227,,,6,2024-01-26_23-11-03
622,7.0,0.577,,,6,2024-01-26_23-11-03
623,1.0,3.125,-15.0,-5.0,4,2024-01-27_00-26-45
624,2.0,1.333,-14.0,-5.0,4,2024-01-27_00-26-45
625,3.0,-3.333,-13.0,-5.0,4,2024-01-27_00-26-45
626,4.0,0.714,-12.0,-5.0,4,2024-01-27_00-26-45
627,5.0,0.0,-11.0,-5.0,4,2024-01-27_00-26-45
628,6.0,-2.667,-10.0,-5.0,4,2024-01-27_00-26-45
629,7.0,2.5,-9.0,-5.0,4,2024-01-27_00-26-45
630,8.0,-4.167,-8.0,-5.0,4,2024-01-27_00-26-45
631,9.0,-1.786,-7.0,-5.0,4,2024-01-27_00-26-45
632,10.0,2.5,-6.0,-5.0,4,2024-01-27_00-26-45
633,11.0,0.0,-5.0,-5.0,4,2024-01-27_00-26-45
634,12.0,2.5,-4.0,-5.0,4,2024-01-27_00-26-45
635,13.0,0.0,-3.0,-5.0,4,2024-01-27_00-26-45
636,14.0,-3.0,-2.0,-5.0,4,2024-01-27_00-26-45
637,15.0,1.905,-1.0,-5.0,4,2024-01-27_00-26-45
638,16.0,4.167,0.0,-5.0,4,2024-01-27_00-26-45
639,17.0,2.667,1.0,-5.0,4,2024-01-27_00-26-45
640,18.0,1.667,2.0,-5.0,4,2024-01-27_00-26-45
641,19.0,2.667,3.0,-5.0,4,2024-01-27_00-26-45
642,20.0,2.667,4.0,-5.0,4,2024-01-27_00-26-45
643,21.0,3.429,5.0,-5.0,4,2024-01-27_00-26-45
644,22.0,3.333,6.0,-5.0,4,2024-01-27_00-26-45
645,23.0,4.167,7.0,-5.0,4,2024-01-27_00-26-45
646,24.0,3.333,8.0,-5.0,4,2024-01-27_00-26-45
647,1.0,0.0,-13.0,-4.0,1,2024-02-01_10-37-47
648,2.0,0.0,-12.0,-4.0,1,2024-02-01_10-37-47
649,3.0,3.333,-11.0,-4.0,1,2024-02-01_10-37-47
650,4.0,3.571,-10.0,-4.0,1,2024-02-01_10-37-47
651,5.0,-2.344,-9.0,-4.0,1,2024-02-01_10-37-47
652,6.0,0.0,-8.0,-4.0,1,2024-02-01_10-37-47
653,7.0,-2.5,-7.0,-4.0,1,2024-02-01_10-37-47
654,8.0,3.333,-6.0,-4.0,1,2024-02-01_10-37-47
655,9.0,0.0,-5.0,-4.0,1,2024-02-01_10-37-47
656,10.0,-2.8,-4.0,-4.0,1,2024-02-01_10-37-47
657,11.0,3.727,-3.0,-4.0,1,2024-02-01_10-37-47
658,12.0,3.429,-2.0,-4.0,1,2024-02-01_10-37-47
659,13.0,3.81,-1.0,-4.0,1,2024-02-01_10-37-47
660,14.0,-3.636,0.0,-4.0,1,2024-02-01_10-37-47
661,15.0,4.156,1.0,-4.0,1,2024-02-01_10-37-47
662,16.0,3.81,2.0,-4.0,1,2024-02-01_10-37-47
663,17.0,3.048,3.0,-4.0,1,2024-02-01_10-37-47
664,18.0,3.117,4.0,-4.0,1,2024-02-01_10-37-47
665,1.0,0.0,-5.0,-4.0,6,2024-01-27_00-13-36
666,2.0,3.125,-4.0,-4.0,6,2024-01-27_00-13-36
667,3.0,4.667,-3.0,-4.0,6,2024-01-27_00-13-36
668,4.0,5.25,-2.0,-4.0,6,2024-01-27_00-13-36
669,5.0,3.571,-1.0,-4.0,6,2024-01-27_00-13-36
670,6.0,3.5,0.0,-4.0,6,2024-01-27_00-13-36
671,7.0,3.571,1.0,-4.0,6,2024-01-27_00-13-36
672,8.0,3.906,2.0,-4.0,6,2024-01-27_00-13-36
673,9.0,3.81,3.0,-4.0,6,2024-01-27_00-13-36
674,10.0,4.0,4.0,-4.0,6,2024-01-27_00-13-36
675,11.0,3.571,5.0,-4.0,6,2024-01-27_00-13-36
676,12.0,4.375,6.0,-4.0,6,2024-01-27_00-13-36
677,13.0,3.571,7.0,-4.0,6,2024-01-27_00-13-36
678,14.0,4.375,8.0,-4.0,6,2024-01-27_00-13-36
679,15.0,2.857,9.0,-4.0,6,2024-01-27_00-13-36
680,16.0,3.906,10.0,-4.0,6,2024-01-27_00-13-36
681,17.0,4.167,11.0,-4.0,6,2024-01-27_00-13-36
682,18.0,4.667,12.0,-4.0,6,2024-01-27_00-13-36
683,19.0,2.5,13.0,-4.0,6,2024-01-27_00-13-36
684,20.0,3.571,14.0,-4.0,6,2024-01-27_00-13-36
685,21.0,3.571,15.0,-4.0,6,2024-01-27_00-13-36
686,22.0,3.571,16.0,-4.0,6,2024-01-27_00-13-36
687,23.0,3.571,17.0,-4.0,6,2024-01-27_00-13-36
688,24.0,1.429,18.0,-4.0,6,2024-01-27_00-13-36
689,25.0,4.375,19.0,-4.0,6,2024-01-27_00-13-36
690,26.0,3.571,20.0,-4.0,6,2024-01-27_00-13-36
691,27.0,3.906,21.0,-4.0,6,2024-01-27_00-13-36
692,1.0,2.333,-14.0,-4.0,4,2024-01-26_23-35-46
693,2.0,-3.333,-13.0,-4.0,4,2024-01-26_23-35-46
694,3.0,-2.667,-12.0,-4.0,4,2024-01-26_23-35-46
695,4.0,3.81,-11.0,-4.0,4,2024-01-26_23-35-46
696,5.0,-3.0,-10.0,-4.0,4,2024-01-26_23-35-46
697,6.0,2.5,-9.0,-4.0,4,2024-01-26_23-35-46
698,7.0,2.909,-8.0,-4.0,4,2024-01-26_23-35-46
699,8.0,-4.0,-7.0,-4.0,4,2024-01-26_23-35-46
700,9.0,0.0,-6.0,-4.0,4,2024-01-26_23-35-46
701,10.0,5.091,-5.0,-4.0,4,2024-01-26_23-35-46
702,11.0,3.571,-4.0,-4.0,4,2024-01-26_23-35-46
703,12.0,2.625,-3.0,-4.0,4,2024-01-26_23-35-46
704,13.0,4.156,-2.0,-4.0,4,2024-01-26_23-35-46
705,14.0,3.81,-1.0,-4.0,4,2024-01-26_23-35-46
706,15.0,2.857,0.0,-4.0,4,2024-01-26_23-35-46
707,16.0,3.571,1.0,-4.0,4,2024-01-26_23-35-46
708,17.0,3.81,2.0,-4.0,4,2024-01-26_23-35-46
709,18.0,3.125,3.0,-4.0,4,2024-01-26_23-35-46
710,19.0,3.0,4.0,-4.0,4,2024-01-26_23-35-46
711,20.0,1.905,5.0,-4.0,4,2024-01-26_23-35-46
712,21.0,4.167,6.0,-4.0,4,2024-01-26_23-35-46
713,22.0,3.673,7.0,-4.0,4,2024-01-26_23-35-46
714,23.0,3.333,8.0,-4.0,4,2024-01-26_23-35-46
715,24.0,2.857,9.0,-4.0,4,2024-01-26_23-35-46
716,25.0,4.0,10.0,-4.0,4,2024-01-26_23-35-46
717,26.0,2.5,11.0,-4.0,4,2024-01-26_23-35-46
718,27.0,2.679,12.0,-4.0,4,2024-01-26_23-35-46
719,28.0,2.8,13.0,-4.0,4,2024-01-26_23-35-46
720,1.0,0.625,-6.0,-4.0,3,2024-01-26_20-56-55
721,2.0,1.25,-5.0,-4.0,3,2024-01-26_20-56-55
722,3.0,0.0,-4.0,-4.0,3,2024-01-26_20-56-55
723,4.0,1.25,-3.0,-4.0,3,2024-01-26_20-56-55
724,5.0,1.429,-2.0,-4.0,3,2024-01-26_20-56-55
725,6.0,2.0,-1.0,-4.0,3,2024-01-26_20-56-55
726,7.0,0.625,0.0,-4.0,3,2024-01-26_20-56-55
727,8.0,1.429,1.0,-4.0,3,2024-01-26_20-56-55
728,9.0,1.111,2.0,-4.0,3,2024-01-26_20-56-55
729,10.0,1.429,3.0,-4.0,3,2024-01-26_20-56-55
730,11.0,1.429,4.0,-4.0,3,2024-01-26_20-56-55
731,12.0,1.0,5.0,-4.0,3,2024-01-26_20-56-55
732,13.0,1.667,6.0,-4.0,3,2024-01-26_20-56-55
733,14.0,1.111,7.0,-4.0,3,2024-01-26_20-56-55
734,15.0,0.625,,-4.0,3,2024-01-26_20-56-55
735,16.0,1.0,,-4.0,3,2024-01-26_20-56-55
736,17.0,1.667,10.0,-4.0,3,2024-01-26_20-56-55
737,18.0,1.75,11.0,-4.0,3,2024-01-26_20-56-55
738,19.0,1.429,12.0,-4.0,3,2024-01-26_20-56-55
739,20.0,1.0,13.0,-4.0,3,2024-01-26_20-56-55
740,21.0,1.429,14.0,-4.0,3,2024-01-26_20-56-55
741,22.0,1.429,15.0,-4.0,3,2024-01-26_20-56-55
742,23.0,1.25,16.0,-4.0,3,2024-01-26_20-56-55
743,24.0,1.562,17.0,-4.0,3,2024-01-26_20-56-55
744,25.0,1.429,18.0,-4.0,3,2024-01-26_20-56-55
745,26.0,1.429,19.0,-4.0,3,2024-01-26_20-56-55
746,27.0,1.667,20.0,-4.0,3,2024-01-26_20-56-55
747,28.0,0.625,21.0,-4.0,3,2024-01-26_20-56-55
748,29.0,1.0,22.0,-4.0,3,2024-01-26_20-56-55
749,30.0,1.429,23.0,-4.0,3,2024-01-26_20-56-55
750,31.0,1.25,24.0,-4.0,3,2024-01-26_20-56-55
751,32.0,1.905,25.0,-4.0,3,2024-01-26_20-56-55
752,33.0,1.429,26.0,-4.0,3,2024-01-26_20-56-55
753,34.0,1.25,27.0,-4.0,3,2024-01-26_20-56-55
754,35.0,1.75,28.0,-4.0,3,2024-01-26_20-56-55
755,36.0,1.429,29.0,-4.0,3,2024-01-26_20-56-55
756,37.0,1.429,30.0,-4.0,3,2024-01-26_20-56-55
757,38.0,1.429,31.0,-4.0,3,2024-01-26_20-56-55
758,39.0,1.25,32.0,-4.0,3,2024-01-26_20-56-55
759,40.0,0.625,33.0,-4.0,3,2024-01-26_20-56-55
760,41.0,1.667,34.0,-4.0,3,2024-01-26_20-56-55
761,42.0,1.667,35.0,-4.0,3,2024-01-26_20-56-55
762,43.0,1.0,36.0,-4.0,3,2024-01-26_20-56-55
763,44.0,1.429,37.0,-4.0,3,2024-01-26_20-56-55
764,45.0,1.429,38.0,-4.0,3,2024-01-26_20-56-55
765,46.0,1.429,39.0,-4.0,3,2024-01-26_20-56-55
766,47.0,1.429,40.0,-4.0,3,2024-01-26_20-56-55
767,1.0,4.167,-5.0,-4.0,8,2024-01-26_22-59-22
768,2.0,-1.154,-4.0,-4.0,8,2024-01-26_22-59-22
769,3.0,3.333,-3.0,-4.0,8,2024-01-26_22-59-22
770,4.0,3.81,-2.0,-4.0,8,2024-01-26_22-59-22
771,5.0,3.516,-1.0,-4.0,8,2024-01-26_22-59-22
772,6.0,1.667,0.0,-4.0,8,2024-01-26_22-59-22
773,7.0,3.81,1.0,-4.0,8,2024-01-26_22-59-22
774,8.0,3.81,2.0,-4.0,8,2024-01-26_22-59-22
775,9.0,4.667,3.0,-4.0,8,2024-01-26_22-59-22
776,10.0,3.333,4.0,-4.0,8,2024-01-26_22-59-22
777,11.0,4.167,5.0,-4.0,8,2024-01-26_22-59-22
778,12.0,3.571,6.0,-4.0,8,2024-01-26_22-59-22
779,13.0,2.667,7.0,-4.0,8,2024-01-26_22-59-22
780,14.0,3.571,8.0,-4.0,8,2024-01-26_22-59-22
781,15.0,3.81,9.0,-4.0,8,2024-01-26_22-59-22
782,16.0,3.81,10.0,-4.0,8,2024-01-26_22-59-22
783,17.0,3.636,11.0,-4.0,8,2024-01-26_22-59-22
784,18.0,3.81,12.0,-4.0,8,2024-01-26_22-59-22
785,19.0,3.81,13.0,-4.0,8,2024-01-26_22-59-22
786,20.0,3.571,14.0,-4.0,8,2024-01-26_22-59-22
787,1.0,0.0,-11.0,-3.0,1,2024-01-26_22-17-32
788,2.0,-1.333,-10.0,-3.0,1,2024-01-26_22-17-32
789,3.0,0.0,-9.0,-3.0,1,2024-01-26_22-17-32
790,4.0,0.0,-8.0,-3.0,1,2024-01-26_22-17-32
791,5.0,0.714,-7.0,-3.0,1,2024-01-26_22-17-32
792,6.0,-2.083,-6.0,-3.0,1,2024-01-26_22-17-32
793,7.0,3.571,-5.0,-3.0,1,2024-01-26_22-17-32
794,8.0,-2.5,-4.0,-3.0,1,2024-01-26_22-17-32
795,9.0,-4.167,-3.0,-3.0,1,2024-01-26_22-17-32
796,10.0,1.562,-2.0,-3.0,1,2024-01-26_22-17-32
797,11.0,0.0,-1.0,-3.0,1,2024-01-26_22-17-32
798,12.0,2.5,0.0,-3.0,1,2024-01-26_22-17-32
799,13.0,-3.571,,-3.0,1,2024-01-26_22-17-32
800,14.0,-3.81,,-3.0,1,2024-01-26_22-17-32
801,15.0,0.694,,-3.0,1,2024-01-26_22-17-32
802,16.0,-2.375,,-3.0,1,2024-01-26_22-17-32
803,17.0,-2.4,,-3.0,1,2024-01-26_22-17-32
804,18.0,4.375,,-3.0,1,2024-01-26_22-17-32
805,19.0,2.344,,-3.0,1,2024-01-26_22-17-32
806,20.0,3.077,,-3.0,1,2024-01-26_22-17-32
807,21.0,4.167,9.0,-3.0,1,2024-01-26_22-17-32
808,1.0,3.333,-4.0,-4.0,0,2024-01-26_20-38-54
809,2.0,3.571,-3.0,-4.0,0,2024-01-26_20-38-54
810,3.0,3.571,-2.0,-4.0,0,2024-01-26_20-38-54
811,4.0,3.571,-1.0,-4.0,0,2024-01-26_20-38-54
812,5.0,3.571,0.0,-4.0,0,2024-01-26_20-38-54
813,6.0,3.906,1.0,-4.0,0,2024-01-26_20-38-54
814,7.0,3.571,2.0,-4.0,0,2024-01-26_20-38-54
815,8.0,4.167,3.0,-4.0,0,2024-01-26_20-38-54
816,9.0,4.667,4.0,-4.0,0,2024-01-26_20-38-54
817,10.0,3.571,5.0,-4.0,0,2024-01-26_20-38-54
818,11.0,-1.786,6.0,-4.0,0,2024-01-26_20-38-54
819,12.0,1.562,7.0,-4.0,0,2024-01-26_20-38-54
820,13.0,3.81,8.0,-4.0,0,2024-01-26_20-38-54
821,14.0,3.571,9.0,-4.0,0,2024-01-26_20-38-54
822,15.0,4.375,10.0,-4.0,0,2024-01-26_20-38-54
823,16.0,4.545,11.0,-4.0,0,2024-01-26_20-38-54
824,17.0,3.571,12.0,-4.0,0,2024-01-26_20-38-54
825,18.0,5.091,13.0,-4.0,0,2024-01-26_20-38-54
826,19.0,3.906,14.0,-4.0,0,2024-01-26_20-38-54
827,20.0,3.75,15.0,-4.0,0,2024-01-26_20-38-54
828,21.0,4.375,16.0,-4.0,0,2024-01-26_20-38-54
829,22.0,3.125,17.0,-4.0,0,2024-01-26_20-38-54
830,23.0,4.375,18.0,-4.0,0,2024-01-26_20-38-54
831,24.0,4.375,19.0,-4.0,0,2024-01-26_20-38-54
